rent_price,additional_fees,location,area,room_num,floor,building_type,extra_space,flat_condition,advertiser_type,students_allowed,furnishings,elevator,parking_space,year_of_construction,additional_information,latitude,longitude,adv_description,link
3 700 zł,725 zł/miesiąc,"ul. Zygmunta Krasińskiego, Stary Żoliborz, Żoliborz, Warszawa, mazowieckie",45 m²,2,2/3,kamienica,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",nie,,,,52.266916,20.979746,"Ciche, wysokie i przestrzenne mieszkanie w kamienicy na Starym Żoliborzu. 2 pokoje z łazienką, w tym jeden duży, jasny pokój dzienny połączony z aneksem kuchennym (okna na ul. Krasińskiego) oraz drugi duży pokój sypialny z balkonem wychodzącym na zielone i zadrzewione podwórko. Mieszkanie w bardzo dobrym stanie, umeblowane oraz w pełni wyposażone, gotowe do zamieszkania. Zlokalizowane w jednej z piękniejszych i spokojniejszych dzielnic Warszawy, w idealnym punkcie komunikacyjnym. 4 minuty spacerem do stacji Metro Plac Wilsona oraz do przystanków autobusowych i tramwajowych. W bardzo bliskiej odległości 3 piękne parki: Park Żeromskiego, Kępa Potocka oraz Park Fosa i Stoki Cytadeli. W sąsiedztwie Teatr Komedia, Kino Wisła, Kino Elektronik oraz liczne restauracje i kawiarnie (Cafe Bar Hawana, Błysk Espresso Bar, Ósma Kolonia, Secret Life Cafe i inne). 
Dodatkowe opłaty za prąd płatne co dwa miesiące oraz rozliczenie (wyrównanie) za zużycie wody płatne co 6 miesięcy. ",https://www.otodom.pl/pl/oferta/stary-zoliborz-45m2-mieszkanie-na-wynajem-ID3zWDh
3 200 zł,800 zł/miesiąc,"ul. Chodecka, Bródno, Targówek, Warszawa, mazowieckie","38,5 m²",2,,blok,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,,1976,oddzielna kuchnia,52.292205,21.041655,"Świeżo wyremontowane mieszkanie dwupokojowe. Osobna kuchnia. Kompletne AGD. Doskonale skomunikowana lokalizacja - metro, autobus, tramwaj. W pobliżu piękny park, sklepy, szkoła, przedszkola, szpital i wszystko, czego można zapragnąć :) Bardzo cicha i zielona okolica. Do wynajęcia od zaraz. Prąd płatny dodatkowo. Zapraszam!",https://www.otodom.pl/pl/oferta/mieszkanie-dwupokojowe-warszawa-brodno-38-5-m2-ID4lW6d
2 000 zł,"779,25 zł/miesiąc","ul. Karmelicka 19, Muranów, Śródmieście, Warszawa, mazowieckie","24,9 m²",1,7,blok,,do zamieszkania,prywatny,,"lodówka, meble, piekarnik, kuchenka, pralka",tak,,,piwnica,52.248504,20.991084,"Do wynajęcia od 23.03.2024 kawalerka 24,9 m2, w pełni umeblowana na Muranowie (ulica Karmelicka 19)
Składa się z pokoju, kuchni, przedpokoju oraz łazienki. Dodatkowo dostępne miejsce w piwnicy.

WYPOSAŻENIE
Pojemne szafy, lodówka wraz z zamrażarką, piekarnik, kuchenka gazowa, pralka.
Mieszkanie na 7 piętrze. W budynku winda oraz domofon.

LOKALIZACJA
Ogromnym walorem mieszkania jest lokalizacja i świetna komunikacja - blisko tramwaj i autobus, w pobliżu stacja metra Ratusz-Arsenał. Blisko do Ogrodu Krasińskich i na Starówkę. W okolicy liczne sklepy, dobry dojazd do CH Arkadia i Złote Tarasy.

KOSZTY:
2 000 zł + czynsz do spółdzielni (aktualnie 779,25) + media wg. zużycia (gaz, prąd).
Kaucja 3 000 zł
Internet i telewizja we własnym zakresie – umowę podpisuje najemca.
Forma umowy - najem okazjonalny.

Mieszkanie dostępne od 23 marca.
Wynajem bezpośredni.",https://www.otodom.pl/pl/oferta/kawalerka-na-muranowie-ID4psl9
3 500 zł,600 zł/miesiąc,"ul. Jana Olbrachta 13, Ulrychów, Wola, Warszawa, mazowieckie",39 m²,2,3/3,blok,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",nie,garaż/miejsce parkingowe,,"piwnica, oddzielna kuchnia, pom. użytkowe",52.233853,20.928815,"Wynajmę dwupokojowe mieszkanie z balkonem o powierzchni 39 m2 przy ulicy Olbrachta 13 na Woli w pobliżu stacji metra Księcia Janusza. W sąsiedztwie znajdują się: zielony skwer idealny do spacerów ze zwierzętami, Biedronka oraz lokale usługowo-handlowe. Mieszkanie po generalnym remoncie, na trzecim piętrze w bloku 3-piętrowym. Posiada dwa oddzielne pokoje, kuchnie i łazienkę oraz balkon i piwnicę, darmowe miejsca parkingowe pod blokiem. Kuchnia wyposażona jest w zmywarkę, lodówkę, piekarnik i płytę indukcyjno-gazową, czajnik, sztućce, talerze, garnki. Pokoje wyposażone są w niezbędne meble.
Cena najmu to 3500 zł plus czynsz ze wszystkimi opłatami około 600zł. Kaucja zwrotna 4000zł. Mieszkanie do wynajęcia od zaraz na okres około 12 miesięcy lub dłużej.

Tel: 603#601#844",https://www.otodom.pl/pl/oferta/wynajme-mieszkanie-2-pokoje-na-woli-metro-ID4iQm9
5 450 zł,950 zł/miesiąc,"al. Aleja Komisji Edukacji Narodowej 36, Pyry, Ursynów, Warszawa, mazowieckie",72 m²,3,6/15,blok,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,,,52.13785,21.02912,"Mieszkanie 3-pokojowe na 6 piętrze znajduję przy Metrze Natolin, budynek Galerii Ursynów. Okna wychodzą na ulicę Raabego, więc jest bardzo ciche. 
Mieszkanie składa się:
- salonu z aneksem kuchennym
- 2 sypialni
- łazienki i przedpokoju.
W sypialniach znajdują się duże szafy. W przedpokoju mniejsza szafa.
Mieszkanie posiada dwa balkony, jeden mały, drugi większy.
Na podłodze parkiet akacja.
Mieszkanie odświeżone.
W jednej sypialni znajduje się łóżko 160x200, w drugiej 90x200. 
W salonie kanapa Comforty z funkcją spania, po rozłożeniu 140x200.
Łazienka z prąlką i suszarką marki AEG.
W kuchni: lodówka Siemesns, zmywarka Siemens, piekarnik z funkcja mikrofali Teka, płyta grzewcza Teka, ekspert do kawy Nespresso.
Możliwość doposażenia lub zabrania mebli.
Czynsz to 5450 PLN ( do negocjacji)+ czynsz administracyjny ok 950 PLN wraz z zaliczkami na wodę i ogrzewanie.
Do mieszkania przynależy miejsce w garażu podziemnym.
Interesują mnie długoterminowe oferty.",https://www.otodom.pl/pl/oferta/mieszkanie-3-pokojowe-przy-metrze-natolin-ID4pD9I
3 300 zł,700 zł/miesiąc,"ul. Złoty Potok, Wyczółki, Ursynów, Warszawa, mazowieckie",44 m²,2,2/2,apartamentowiec,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2021,"klimatyzacja, tylko dla niepalących",52.159981,20.994853,"Mieszkanie 2-pokojowe (44m2), dzielnica Służewiec, ul Złoty Potok ""Harmony Park""
Nowoczesne budownictwo, 2 piętro w budynku 2-piętrowym, winda
Kameralne osiedle, niska zabudowa

Salon+aneks kuchenny
Sypialnia
Łazienka/wanna/prysznic
wyposażone we wszystkie sprzęty AGD
Klimatyzacja
Loggia
Umeblowanie - opcja.
Garaż podziemny - 1 miejsce postojowe

2 km do stacji metra, Centrum handlowe
Szkoła
Przedszkole osiedlowe
Boiska
Kluby fitness
Przystanek tramwajowy
Autobusy
Dostępne od początku kwietnia",https://www.otodom.pl/pl/oferta/mieszkanie-wynajem-2-pokoje-44-m2-wyposazone-ID4pskt
3 690 zł,1 000 zł/miesiąc,"Ursynów-Centrum, Ursynów, Warszawa, mazowieckie",63 m²,3,1/8,blok,balkon,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,1980,"piwnica, oddzielna kuchnia, pom. użytkowe",52.157732,21.050068,"Mieszkanie do wynajęcia.
3 pokoje, 63 m2, wysoki standard, świeżo po remoncie, częściowo umeblowane, parking, piwnica, Ursynów, SGGW
  Adres ul. Ciszewskiego 5, Warszawa.
Wynajmę bezpośrednio trzypokojowe mieszkanie na bliskim Ursynowie, przy SGGW i E.Leclerc.
Z prywatnym miejscem parkingowym na zamkniętym parkingu i z piwnicą. Świeżo po przeprowadzonym gruntownym remoncie.
  Do zamieszkania od zaraz.
  Pierwsze piętro, z windą, blok 7 piętrowy. Blok z wielkiej płyty, ale po wszelkich remontach, wymianach instalacji i ociepleniu elewacji. Wszystko zrobione solidnie, a blok i klatka schodowa bardzo dobrze wygląda i jest bardzo czysta. Wejście do klatki jest zamykane, z domofonem.
  Mieszkanie jest świeżo wyremontowane, w wysokim standardzie. Częściowo umeblowane – urządzona kuchnia z dobrej jakości sprzętem AGD (Bosch, Siemens), łazienka z wanną i deszczownicą, oddzielne WC, bardzo duże i pojemne szafy w korytarzu. Brak łóżek i mebli w pokojach. Istnieje możliwość umeblowania – do uzgodnienia.
W kuchni jest duża lodówka, duża zmywarka, piekarnik, płyta gazowa, kuchenka mikrofalowa, bardzo duży zlew, dużo szuflad w dolnych szafkach i pojemne szafki górne, do sufitu. W łazience jest duża wanna z deszczownicą i szklanym parawanem oraz pralka.
  Pomieszczenia: bardzo duży pokój z przedpokojem 28m2 – idealne miejsce na część wypoczynkową i jadalnię, oddzielna kuchnia (częściowo połączona z salonem), dwa pokoje 11m2 (plus balkon) i 10m2, korytarz z szafami, łazienka, WC, balkon (przy pokoju 11m2), piwnica, prywatne miejsce na parkingu zamykanym. Okna wychodzą na dwie strony.
Z okien i z balkonu widać duże zielone przestrzenie terenu, nie ma widoku ""okien w okna"".
  Idealne mieszkanie dla pary lub rodziny z 1-2 dzieci. W pobliżu dużo terenów zielonych dla sportu i rekreacji.
  Podłączona jest TV kablowa i internet światłowodowy – Netia.
  Okolica bardzo cicha z dużą ilością zieleni. Na osiedlu jest szkoła podstawowa, dojście bez przechodzenia przez ulicę. Również plac zabaw i sklep spożywczy. Bardzo blisko jest basen SGGW, ujęcie wody oligoceńskiej. Blisko do przystanku autobusowego, z dojazdem do metra, lub pieszo do metra Imielin lub Stokłosy ok. 15 min, 1 km. Bezproblemowi, mili sąsiedzi.
  Opłaty miesięczne: najem 3690 zł plus czynsz administracyjny ze Spółdzielni Mieszkaniowej plus opłaty za zużycie mediów: woda, ścieki, centralne ogrzewanie, gaz, wywóz śmieci, energia elektryczna, TV kablowa i internet. Orientacyjnie razem czynsz plus opłaty przy 2 osobach – 1300 zł.
  Kaucja 6000 zł
  Zwierzęta domowe - tak, mały pies lub kot
  Najem okazjonalny w formie aktu notarialnego, na dłuższy czas.
   ",https://www.otodom.pl/pl/oferta/3-pokoje-63-m2-wysoki-standard-po-remoncie-ID4pebw
3 500 zł,613 zł/miesiąc,"ul. Wynalazek, Służewiec, Mokotów, Warszawa, mazowieckie",49 m²,2,4/6,apartamentowiec,"balkon, taras",do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,2016,"klimatyzacja, oddzielna kuchnia",52.177166,20.992751,"Apartament w pełni umeblowany z miejscem garażowym .Osiedle strzeżone
Od Kwietnia 2024r",https://www.otodom.pl/pl/oferta/apartament-wynalazek-ID42m3s
9 000 zł,1 000 zł/miesiąc,"ul. Ludwika Rydygiera, Sady Żoliborskie, Żoliborz, Warszawa, mazowieckie",57 m²,2,5/5,apartamentowiec,balkon,do zamieszkania,prywatny,,"zmywarka, lodówka, meble, piekarnik, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,,"piwnica, tylko dla niepalących",52.259572,20.979912,"Przepiękne mieszkanie na Żoliborzu Po generalnym remoncie, wszystko nowe! Cena zawiera wszystkie opłaty Wokół budynku znajduje się wiele restauracji, lokali handlowo usługowych, marketów. W odległości ok 1 km jest Centrum Handlowe Arkadia. To mini miasteczko zapewnia pełny komfort życia",https://www.otodom.pl/pl/oferta/luksusowe-mieszkanie-ID4mdSD
2 550 zł,430 zł/miesiąc,"Śródmieście Południowe, Śródmieście, Warszawa, mazowieckie",31 m²,1,3,kamienica,,,prywatny,tak,"lodówka, meble, kuchenka, pralka",nie,,,oddzielna kuchnia,52.219319,21.017343,"Mieszkanie znajduje się przy ul. Mokotowskiej, tuż przy Pl. Zbawiciela, w kamienicy, w której znajduje się również Teatr Współczesny. Mieszkanie eleganckie, po remoncie. Osobna kuchnia z oknem, łazienka z prysznicem. Pełne wyposażenie mieszkania w meble i sprzęty. Mieszkanie widne i ciepłe. Świetna komunikacja we wszystkie strony Warszawy: metro, autobusy, tramwaje. Tuż obok kino Luna, kościół, sklepy, galerie handlowe. Kawiarnie i restauracje wokół całego Pl. Zbawiciela i w najbliższej okolicy. Tuz obok park Pole Mokotowskie, blisko do Łazienek Królewskich.",https://www.otodom.pl/pl/oferta/przytulna-kawalerka-przy-pl-zbawiczela-ID4pD8r
3 300 zł,800 zł/miesiąc,"Mirów, Wola, Warszawa, mazowieckie",39 m²,2,1,blok,,do zamieszkania,prywatny,,"lodówka, meble, piekarnik, kuchenka, pralka",tak,,,tylko dla niepalących,,,"Do wynajęcia od 1 kwietnia 2024 r. 2-pokojowe, nowoczesne, przestronne, jasne i w pełni wyposażone mieszkanie na pograniczu Śródmieścia i Woli w znakomitej lokalizacji blisko Ronda ONZ i stacji metra M2 (Żelazna 58/62, 7 min pieszo do Ronda ONZ, 15 min do PKiN). Mieszkanie jest po generalnym remoncie.

SALON Z ANEKSEM:
KUCHNIA: Nowa zabudowa oraz sprzęt AGD (piekarnik, płyta indukcyjna, lodówka, okap). Wyposażona w drobne AGD (czajnik, garnki, mikrofalówka) oraz naczynia.
SALON: wyposażony w 3-osobową, rozkładaną kanapę, komodę pod TV, regał na książki, szafkę wiszącą, z drzwiami balkonowymi (balkon typu francuskiego). Okna na południową stronę, plastikowe, w oknach rolety.

SYPIALNIA: osobna, wejście z przedpokoju, wyposażona w łóżko małżeńskie 140x200cm, szafkę nocną i wolnostojącą szafę. Okna na południową stronę, plastikowe, w oknach rolety.

ŁAZIENKA: nowoczesna, umywalka z zabudowaną szafką, toaleta, prysznic, pralka, półki i szafka na kosmetyki.

PRZEDPOKÓJ: z szafą wnękową w zabudowie i lustrem, szafką na buty i wieszakiem.

Blok mieszkalny z ochroną całodobową, 3 windy, mieszkanie na 1. piętrze.

Miesięczny czynsz to 3300 zł + czynsz administracyjny (ok. 800 zł) + energia elektryczna + internet/telewizja kablowa UPC (ok. 100 zł).

Wymagana kaucja w wysokości jednomiesięcznego czynszu. Możliwość wprowadzenia się od 27 marca 2024 r.
Mieszkanie udostępnione do obejrzenia potencjalnym najemcom w dniach 22-25 marca.",https://www.otodom.pl/pl/oferta/nowoczesne-mieszkanie-39m2-przy-rondzie-onz-ID4psjZ
3 500 zł,600 zł/miesiąc,"ul. gen. Tadeusza Pełczyńskiego, Górce, Bemowo, Warszawa, mazowieckie",41 m²,2,6/7,blok,balkon,do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,,2017,tylko dla niepalących,52.242765,20.908699,"Klimatyczne, zadbane mieszkanie. Zlokalizowane na Bemowie. Dwa pokoje: salon z kuchnią + sypialnia, WC, korytarz, balkon. W pełni wyposażone i umeblowane, m. in.: w sypialni łóżko 160x200, w salonie sofa rozkładana, 2 szafy wnękowe. Mieszkanie o powierzchni 41 m kwadratowych, znajduje się na 6. pietrze. Jest wyposażone w sprzęt AGD: płyta indukcyjna, piekarnik, zmywarka, mikrofala, lodówka i pralka.
Dostępne od zaraz.

W bliskim sąsiedztwie: Żabka, pralnia samoobsługowa, bankomaty, Lidl. Nieco dalej Centrum Handlowe Wola Park.
Do Metro Bemowo jest 750m, 9 minut pieszo. Blisko dostępne są przystanki tramwajowe oraz autobusowe.

Mieszkanie jest ciche, znajduje się na zamkniętym, chronionym i monitorowanym osiedlu.

Cena najmu: 3.500 zł/msc - częściowo wliczone zaliczkowo opłaty licznikowe (woda, c.o.) + czynsz w wysokości 600 zł/msc. Dodatkowo płatny prąd.
Zakaz palenia i zwierząt.
Umowa w formie najmu okazjonalnego na minimum 1 rok. Kaucja 4.000.",https://www.otodom.pl/pl/oferta/nowe-mieszkanie-bemowo-41-m-kw-ID3AXVr
3 700 zł,808 zł/miesiąc,"ul. św. Bonifacego, Sadyba, Mokotów, Warszawa, mazowieckie",56 m²,3,4/4,,,do zamieszkania,prywatny,tak,,nie,,,,52.18275,21.057427,"Dzień dobry,
wynajmę 3 pokojowe mieszkanie 56m z klimatyzacją przy ul. Św. Bonifacego (Mokotów/Sadyba)
mieszkanie składa się z
- przedpokoju z dwoma pojemnymi szafami wnękowymi
- salonu z klimatyzacją połączonego z aneksem kuchennym. W salonie znajduje sie stół z 4 krzeslami, kanapa, fotel, stolik i komoda
- sypialni z duża szafa wnękową z łóżkiem malżeńskim(dokupiony zostanie nowy materac)
- sypialni z szafa (mozliwosc dokupienia mebli)
- łazienki
W salonie znajduje się również wyjście na mały balkon. Kuchnia jest w całości umeblowana i wyposażona (lodówka, mikrofalówka, piekarnik, zmywarka - zakup nowej po podpisaniu umowy). W łazience umieszczona jest pralka ładowana od góry.
Możliwość domeblowania mieszkania
Mieszkanie jest czyste, zadbane, odświeżone. Znajduje się na czwartym piętrze w czteropiętrowym budynku. Wyjście z budynku na ""Aleję Brzozową"", wokół bardzo dużo zieleni, w pobliżu znajduje się centrum handlowe Sadyba Best Mall, liczne sklepy, szkoły, przedszkola, żłobki, apteka, park.
Z tej lokalizacji mamy dogodny dojazd w każdym kierunku - dodatkowo niebawem linia tramwajowa.
Czynsz administracyjny wynosi około 800 zł + prąd i gaz (wg prognozy). Po rozliczeniu wody i ogrzewania ewentualne niedopłaty pokrywa najemca.
W mieszkaniu możliwe jest podłączenie internetu i tv na koszt i odpowiedzialnść najemcy.
Kaucja wynosi 5000 zł. Mieszkanie jest wolne od zaraz.
Ze względu na bardzo miłe i spokojne sąsiedztwo liczymy na najemców o podobnym usposobieniu.
Mile widziane osoby nieposiadające zwierząt.
Oferujemy tylko najem okazjonalny.",https://www.otodom.pl/pl/oferta/wynajme-3-pokojowe-mieszkanie-56m-ID4psjQ
6 000 zł,650 zł/miesiąc,"ul. Krochmalna, Mirów, Wola, Warszawa, mazowieckie",56 m²,2,1,apartamentowiec,"balkon, taras",do zamieszkania,prywatny,,"zmywarka, lodówka, meble, kuchenka, telewizor, pralka",tak,garaż/miejsce parkingowe,,tylko dla niepalących,52.236645,20.992064,"Wynajmę apartament premium na Warszawskich Browarach, w pełni wyposażony. Salon z jadalnią i aneksem kuchennym. Oddzielna Sypialnia. Łazienka prysznic/wanna. Loggia z dostępem z sypialni oraz salonu. Osiedle monitorowane, zamknięte. Miejsce parkingowe w garażu podziemnym. ",https://www.otodom.pl/pl/oferta/mieszkanie-browary-warszawa-ID4pkIB
3 000 zł,600 zł/miesiąc,"ul. Melchiora Wańkowicza, Kabaty, Ursynów, Warszawa, mazowieckie",55 m²,2,5/5,blok,"balkon, taras",do zamieszkania,prywatny,tak,"zmywarka, lodówka, meble, piekarnik, kuchenka, pralka",tak,garaż/miejsce parkingowe,2006,tylko dla niepalących,52.134353,21.063654,"Do wynajęcia przestronne, dwupokojowe mieszkanie w idealnej lokalizacji. Mieszkanie znajduje sie w odległości 1 min piechota od metra Kabaty i 50 metrow od Alei Kasztanowej i parku przy Bażantarni.
W skład mieszkania o powierzchni 55m2 wchodzą:

- przestronna sypialnia z widokiem na wewnętrzne patio
- duża łazienka z oknem i narożną wanną z funkcją prysznica
- salon z rozkładanym narożnikiem z funkcją spania
- kuchnia połączona z salonem
- przedpokoj
- garderoba

Okna salonu wychodzą na 12m2 balkon.

Mieszkanie jest o ekspozycji dwustronnej dzięki czemu jest widne i słoneczne przez cały dzień. Balkon i okna kuchni i salonu znajdują sie po stronie zachodnio południowej a okna sypialni i łazienki wychodzą na wschód.
W salonie jest rozkładany narożnik z funkcją spania.
Garderoba i zabudowana szafa w sypialni zapewniają dużo miejsca do przechowywania.

Blok z 2006 na zadbanym, strzeżonym osiedlu. Mieszkanie znajduje się na ostatnim 5 tym piętrze (oczywiście jest winda).

Mieszkanie jest do wynajęcia w pełni wyposażone (sprzęt AGD również sokowirowka, ekspres do kawy, odkurzacz, żelazko, deska do prasowania itd.)
Wynajem bezpośrednio od właściciela bez agencji.
Do dyspozycji parking na strzeżonym dziedzińcu osiedla pod samym domem w cenie wynajmu.

Cena najmu 3000 zł.
Czynsz administracyjny 600 zł plus zaliczki na ciepłą i zimną wodę i ogrzewanie w wysokości 460 zł. Prąd płatny według faktury.

Kaucja zwrotna 4000 zł

W okolicy liczne sklepy spożywcze, piekarnie, restauracje, place zabaw, przychodnie i przedszkola. Las Kabacki 15 min piechotą.

Mieszkanie jest dostepne od kwietnia- dokladna data do ustalenia.
Najem okazjonalny na min 1 rok wyłącznie dla osób niepalących.",https://www.otodom.pl/pl/oferta/sloneczne-2-pokojowe-mieszkanie-przy-metrze-kabaty-ID4pCa2
